2017-05-20 00:43:38.574654 | 0 :  1.42866e+07
2017-05-20 01:00:20.261665 | 0 :  1.05912e+07
2017-05-20 02:12:45.136340 | 10 :  9.45626e+06
2017-05-20 03:25:21.111576 | 20 :  9.44595e+06
2017-05-20 04:37:53.959451 | 30 :  9.44384e+06
2017-05-20 05:50:24.086743 | 40 :  9.44287e+06
2017-05-20 07:02:50.951287 | 50 :  9.44233e+06
2017-05-20 08:15:22.508314 | 60 :  9.44202e+06
2017-05-20 09:27:56.352273 | 70 :  9.44182e+06
